equipmentid,description,dept,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,mpg2020,emissions2020
31369,2017 FORD EXPLORER',Police Department - Support Operations,10151507,11/21/2016,"$28,408.00","$11,442.11","19,992","56,015",$907.82,18.98,2549.650074
31365,2017 FORD EXPLORER',Police Department - Support Operations,10151507,11/21/2016,"$28,408.00","$11,442.11","28,300","82,150","$1,022.04",19.11,3585.60394
31544,2017 FORD E450',Department of Aging (Rural Transportation),005034XX28,3/6/2018,"$56,897.91","$42,673.43","15,929","35,131","$1,679.17",8.46,4555.737333
31543,2017 FORD E450',DPW: Bureau of Transportation Specialized Transp,005070XX22,3/6/2018,"$56,897.91","$42,673.43","19,153","37,404","$1,231.76",8.81,5265.625944
31546,2017 FORD E350 BUS',DPW: Bureau of Transportation,10707704,3/1/2018,"$54,372.37","$40,779.28","20,628","45,328","$1,932.99",9.21,5424.186309
31545,2017 FORD E350 BUS',DPW: Bureau of Transportation Specialized Transp,005070XX22,3/1/2018,"$54,372.37","$40,779.28","18,047","42,447","$1,478.51",9.73,4491.596403
31666,2017 DODGE JOURNEY',Police Department - Office of the Chief,10151501,1/24/2019,"$16,567.00","$12,655.35","5,897","25,443",$159.19,23,620.7233478
31493,2017 DODGE Grand Caravan',Police Department - Operations,10151506,9/8/2017,"$24,999.00",$-,"14,805","74,925","$2,233.94",24.1,1487.113398
31441,2017 DODGE Grand Caravan',Police Department - Operations,10151506,5/25/2017,"$21,052.08","$10,233.65","22,299","93,238","$1,567.02",27.12,1990.948589
31412,2017 CHEVROLET VAN',Department of Health (Animal Control),10303007,2/22/2017,"$39,358.00","$24,780.96","28,330","85,923","$2,026.15",11.77,5827.011405
31411,2017 CHEVROLET VAN',Department of Health (Animal Control),10303007,2/22/2017,"$39,358.00","$24,780.96","24,269","72,466","$1,562.06",12.49,4702.81988
31408,2017 CHEVROLET VAN',Department of Health (Animal Control),10303007,2/2/2017,"$39,358.00","$24,780.96","24,625","66,760","$1,228.84",12.89,4625.158354
31409,2017 CHEVROLET VAN',Department of Health (Animal Control),10303007,2/2/2017,"$39,358.00","$24,780.96","21,410","70,192","$1,804.95",12.97,3997.15173
31410,2017 CHEVROLET VAN',Department of Health (Animal Control),10303007,2/22/2017,"$39,358.00","$24,780.96","21,927","74,739","$2,764.63",13.02,4076.454722
31407,2017 CHEVROLET VAN',Department of Health (Animal Control),10303007,2/2/2017,"$39,358.00","$24,780.96","31,837","82,704","$1,427.44",13.13,5869.088484
31442,2017 CHEVROLET SUBURBAN',Police Department - Investigative Services,10151503,6/6/2017,"$84,046.28","$42,023.14","19,877","56,837","$1,604.79",11.85,4059.700869
31535,2017 CHEVROLET MALIBU',Police Department - Investigative Services,10151503,11/20/2017,"$18,646.86","$10,618.35","16,602","47,040",$789.81,33.79,1189.534486
31534,2017 CHEVROLET MALIBU',Police Department - Investigative Services,10151503,10/17/2017,"$16,500.00","$9,166.67","12,454","45,311",$813.79,33.94,888.3441966
31394,2017 CHEVROLET IMPALA',Police Department - Operations,10151506,1/18/2017,"$20,969.00","$9,028.32","7,948","28,214","$1,340.31",18.33,1049.87271
31383,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,2/21/2017,"$20,969.00","$9,319.56","16,358","55,897","$1,597.90",20.5,1932.099972
31388,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/16/2017,"$20,969.00","$9,028.32","13,274","31,659",$708.12,20.58,1561.798991
31400,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","17,668","45,019",$674.07,20.68,2068.420248
31381,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/18/2017,"$20,969.00","$9,028.32","13,152","28,100",$221.26,20.71,1537.602637
31401,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,2/2/2017,"$20,969.00","$9,319.56","10,346","33,686",$808.73,20.87,1200.133122
31390,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/18/2017,"$20,969.00","$9,028.32","14,446","44,271",$673.87,20.97,1667.75355
31393,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/18/2017,"$20,969.00","$9,028.32","13,319","46,551",$954.46,21.01,1535.057994
31405,2017 CHEVROLET IMPALA',Police Department - Operations,10151506,2/2/2017,"$20,969.00","$9,319.56","6,739","14,517",$113.68,21.03,775.9262457
31396,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,965.00","$9,026.60","8,416","28,689",$268.94,21.03,968.9144547
31399,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","16,198","44,629","$1,212.82",21.36,1835.861155
31378,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/16/2017,"$20,969.00","$9,028.32","11,406","34,825",$705.31,21.55,1281.143438
31380,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/18/2017,"$20,969.00","$9,028.32","17,095","43,039","$1,419.15",21.78,1900.49958
31387,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","16,583","42,851",$996.57,21.91,1832.460803
31384,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,2/21/2017,"$20,969.00","$9,319.56","17,331","41,730","$1,031.09",22.2,1890.076411
31403,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/16/2017,"$20,969.00","$9,028.32","17,541","46,866",$789.58,22.33,1902.106033
31391,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/18/2017,"$20,969.00","$9,028.32","14,213","33,631",$920.92,22.59,1522.96388
31404,2017 CHEVROLET IMPALA',Police Department - Vice/Narcotics,10151504,1/18/2017,"$20,969.00","$9,028.32","15,201","39,785","$1,105.76",22.71,1620.520091
31382,2017 CHEVROLET IMPALA',Police Department - Support Operations,10151507,2/2/2017,"$20,969.00","$9,319.56","13,356","43,220",$263.78,22.78,1419.577367
31398,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","11,697","40,513",$718.00,23.25,1217.861249
31389,2017 CHEVROLET IMPALA',Police Department - Vice/Narcotics,10151504,1/16/2017,"$20,969.00","$9,028.32","14,553","48,849","$1,291.12",23.31,1511.262573
31392,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/18/2017,"$20,969.00","$9,028.32","19,389","60,420",$438.27,23.48,1998.7973
31397,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","18,955","76,651","$1,183.21",23.72,1934.882677
31385,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,2/21/2017,"$20,969.00","$9,319.56","9,644","31,367",$165.65,24.06,970.3238271
31386,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","20,297","79,413","$1,688.52",24.14,2035.204972
31395,2017 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,1/11/2017,"$20,969.00","$9,028.32","9,433","30,230",$225.52,24.38,936.60853
31402,2017 CHEVROLET IMPALA',Police Department - Office of the Chief,10151501,1/16/2017,"$20,969.00","$9,028.32","17,131","40,864",$651.52,25.42,1631.258417
31379,2017 CHEVROLET IMPALA',Police Department - Operations,10151506,1/16/2017,"$20,969.00","$9,028.32","14,068","25,485","$2,981.46",26,1309.947231
31406,2017 CHEVROLET IMPALA',Police Department - Administrative/Technical Services,10151502,2/21/2017,"$20,969.00","$9,319.56","9,929","23,960",$185.51,26.76,898.3791772
31389,2017 CHEVROLET IMPALA',Police Department - Vice/Narcotics,10151504,1/16/2017,"$20,969.00","$9,028.32","14,553","48,849","$1,291.12",23.31,1511.262573
31404,2017 CHEVROLET IMPALA',Police Department - Vice/Narcotics,10151504,1/18/2017,"$20,969.00","$9,028.32","15,201","39,785","$1,105.76",22.71,1620.520091
31823,2017 CHEVROLET EXPRESS',Fire Department - Field Operations,10161606,12/9/2019,"$21,000.00","$19,833.33","3,818","39,865",$316.50,13.7,674.6991241
31667,2017 CHEVROLET EQUINOX (SUV)',Police Department - Investigative Services,10151503,1/24/2019,"$16,350.00","$12,489.58","13,216","64,809",$539.85,27,1185.034667
31873,2017 BUICK ENCORE',0,0,3/3/2020,"$16,960.00","$16,253.33","1,673","17,442",$29.15,72.07,56.19657069
31245,2016 Toyota Camry',0,0,5/16/2016,"$19,267.57","$6,154.92","19,795","83,180",$-,#VALUE!,#VALUE!
31685,2016 MAZDA CX-5',0,0,8/15/2019,"$19,000.00","$16,361.11","23,318","23,318",$68.21,#VALUE!,#VALUE!
31532,2016 JEEP CHEROKEE',Police Department - Investigative Services,10151503,10/17/2017,"$21,931.70","$15,433.42","16,346","44,268","$1,222.72",33.61,1177.474794
31718,2016 HONDA CR-V',Police Department - Investigative Services,10151503,11/15/2019,"$19,350.00","$17,468.75","4,753","46,106",$612.10,29,396.7935517
31490,2016 HONDA ACCORD',0,0,8/22/2017,"$20,600.00","$10,872.22","14,934","46,188",$-,#VALUE!,#VALUE!
31677,2016 HONDA ACCORD',0,0,5/7/2019,"$18,992.00","$15,562.89","15,359","15,660",$178.22,#VALUE!,#VALUE!
31269,2016 GMC CANYON',Police Department - Investigative Services,10151503,11/7/2016,"$31,530.00","$12,699.58","17,481","75,810","$1,216.42",21.59,1960.192809
31258,2016 FORD TRANSIT CONNECT',Police Department - Administrative/Technical Services,10151502,7/8/2016,"$24,240.00","$8,416.67","27,109","120,958","$1,347.26",18.3,3585.85196
31259,2016 FORD TRANSIT CONNECT',Police Department - Administrative/Technical Services,10151502,7/12/2016,"$24,240.00","$8,416.67","31,956","96,232","$3,608.52",19.16,4037.287683
31260,2016 FORD TRANSIT CONNECT',Police Department - Administrative/Technical Services,10151502,7/12/2016,"$24,240.00","$8,416.67","30,001","104,357","$1,133.61",19.51,3722.421146
31257,2016 FORD TRANSIT CONNECT',Police Department - Administrative/Technical Services,10151502,7/8/2016,"$24,240.00","$8,416.67","21,276","150,405","$1,578.52",20,2574.853628
31283,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","18,296","49,559","$1,823.57",7.59,5837.309827
31327,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","12,015","40,919","$1,360.42",8.1,3589.565889
31274,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","22,287","96,325","$3,987.36",8.18,6595.386771
31272,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","30,589","103,666","$7,474.84",8.37,8852.712227
31339,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/5/2016,"$26,540.00","$11,058.33","12,095","31,181",$902.32,8.46,3461.916707
31319,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","11,030","46,072",$504.48,8.57,3116.016631
31281,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","28,376","107,940","$6,077.58",8.97,7657.314208
31301,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","4,746","73,658","$1,098.38",9.06,1268.884968
31292,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/6/2016,"$26,540.00","$11,058.33","33,561","103,290","$4,588.59",9.35,8691.673798
31307,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","35,134","122,062","$7,991.41",9.44,9006.108482
31279,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","13,590","42,510",$840.24,9.58,3434.538255
31322,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","38,583","117,284","$6,139.54",9.63,9702.200646
31310,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","23,373","80,165","$3,655.37",9.68,5846.654009
31308,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","21,981","79,983","$1,590.91",9.95,5346.3508
31358,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/14/2016,"$26,540.00","$10,689.72","10,399","37,601",$863.43,9.99,2520.369862
31324,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","40,919","117,769","$8,595.18",10.01,9900.441818
31313,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/6/2016,"$26,540.00","$11,058.33","21,405","60,825","$3,503.37",10.1,5129.600555
31270,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","37,224","139,161","$12,415.67",10.19,8841.601218
31318,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","46,679","150,620","$8,629.43",10.26,11010.42556
31323,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","29,520","116,584","$8,818.62",10.28,6954.39063
31305,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","35,581","102,091","$7,649.18",10.45,8244.469519
31325,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/6/2016,"$26,540.00","$11,058.33","32,165","101,731","$2,835.26",10.45,7451.199458
31276,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/19/2016,"$26,540.00","$11,058.33","57,915","143,434","$8,984.89",10.48,13378.69541
31290,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","40,225","133,657","$7,604.01",10.49,9286.591696
31364,2016 FORD TAURUS AWD',Police Department - Operations,10151506,2/17/2017,"$26,540.00","$11,795.56","8,147","18,068",$91.27,10.61,1859.719762
31278,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/19/2016,"$26,540.00","$11,058.33","34,577","102,564","$3,334.45",10.63,7876.648489
31286,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","36,498","132,929","$11,271.58",10.64,8306.683181
31317,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","50,007","173,821","$8,589.10",10.75,11256.82801
31293,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","41,368","147,675","$10,261.41",10.95,9150.335887
31296,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/19/2016,"$26,540.00","$11,058.33","25,454","130,936","$4,739.58",11.12,5542.388089
31363,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","16,787","43,346","$2,023.64",11.15,3644.311711
31271,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","18,857","65,055","$2,282.46",11.29,4042.814649
31320,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","30,451","115,607","$9,933.28",11.36,6487.552707
31297,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","36,138","138,976","$6,705.96",11.49,7616.182501
31295,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/19/2016,"$26,540.00","$11,058.33","33,761","92,842","$4,515.07",11.49,7113.950279
31314,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","17,906","53,328","$1,928.66",11.55,3753.866603
31309,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","26,192","126,783","$2,807.90",11.59,5471.79318
31291,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","36,189","124,665","$6,026.73",11.75,7454.023157
31355,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/19/2016,"$26,540.00","$11,058.33","8,743","28,867",$802.85,11.91,1777.396986
31311,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","23,673","79,147","$2,367.69",11.97,4789.378204
31303,2016 FORD TAURUS AWD',Police Department - Operations,10151506,2/17/2017,"$26,540.00","$11,795.56","5,373","85,218",$773.44,12.07,1077.574903
31287,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","37,797","132,023","$3,131.07",12.18,7514.226571
31289,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","53,708","169,723","$7,815.98",12.2,10655.97882
31302,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","37,902","131,297","$5,364.12",12.25,7493.620375
31282,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","38,533","129,584","$6,019.38",12.31,7580.070681
31341,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","7,993","27,689","$1,414.95",12.74,1519.493407
31329,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","15,990","52,014","$1,290.80",13.09,2958.109476
31342,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","14,114","32,379",$784.77,13.36,2557.974257
31288,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","30,832","114,667","$3,264.80",13.5,5531.24165
31304,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/14/2016,"$26,540.00","$11,058.33","56,165","144,381","$6,217.32",13.61,9987.525563
31361,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/6/2016,"$26,540.00","$10,689.72","8,555","37,807",$682.03,13.73,1508.624964
31359,2016 FORD TAURUS AWD',Police Department - Support Operations,10151507,11/2/2016,"$26,540.00","$10,689.72","26,568","101,676","$2,534.98",13.78,4666.849693
31349,2016 FORD TAURUS AWD',Police Department - Support Operations,10151507,11/15/2016,"$26,540.00","$10,689.72","13,626","34,729",$403.06,14.13,2334.98759
31351,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/5/2016,"$26,540.00","$11,058.33","18,927","32,364","$1,904.97",14.16,3235.564018
31362,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","12,155","30,851","$1,083.92",14.62,2012.253458
31350,2016 FORD TAURUS AWD',Police Department - Community Resources,10151508,12/5/2016,"$26,540.00","$11,058.33","46,829","102,571","$4,049.78",15.03,7544.498409
31333,2016 FORD TAURUS AWD',Police Department - Investigative Services,10151503,11/4/2016,"$26,540.00","$10,689.72","12,968","27,736",$804.18,15.84,1981.995517
31334,2016 FORD TAURUS AWD',Police Department - Support Operations,10151507,11/2/2016,"$26,540.00","$10,689.72","16,926","58,029",$615.87,15.87,2581.740587
31335,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","13,748","53,148","$1,433.20",16.63,2001.981851
31348,2016 FORD TAURUS AWD',Police Department - Investigative Services,10151503,12/5/2016,"$26,540.00","$11,058.33","17,200","48,600","$1,238.08",16.92,2461.55185
31337,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/5/2016,"$26,540.00","$11,058.33","7,188","49,766","$1,067.68",16.94,1027.008574
31332,2016 FORD TAURUS AWD',Police Department - Community Resources,10151508,11/15/2016,"$26,540.00","$10,689.72","14,174","36,956",$593.60,17.54,1956.311182
31338,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","14,629","53,420","$1,157.96",18.8,1883.594787
31330,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","25,528","100,782",$813.85,19.89,3107.494488
31346,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","21,719","68,152",$775.88,20.08,2618.129143
31344,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/5/2016,"$26,540.00","$11,058.33","16,672","65,304",$660.56,20.12,2006.402134
31340,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/15/2016,"$26,540.00","$10,689.72","8,762","40,375",$434.23,20.13,1053.610322
31347,2016 FORD TAURUS AWD',Police Department - Community Resources,10151508,11/2/2016,"$26,540.00","$10,689.72","16,964","62,271",$573.71,20.43,2010.127837
31343,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","20,071","75,136","$1,735.43",20.49,2371.823127
31357,2016 FORD TAURUS AWD',Police Department - Administrative/Technical Services,10151502,11/4/2016,"$26,540.00","$10,689.72","19,212","69,027",$580.97,20.61,2257.178736
31331,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","35,500","84,505","$1,290.15",20.8,4132.533836
31336,2016 FORD TAURUS AWD',Police Department - Administrative/Technical Services,10151502,11/2/2016,"$26,540.00","$10,689.72","24,668","79,707","$1,847.08",20.97,2847.530809
31352,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","24,073","79,885","$1,458.69",21.47,2714.648475
31345,2016 FORD TAURUS AWD',Police Department - Administrative/Technical Services,10151502,11/2/2016,"$26,540.00","$10,689.72","10,906","59,857","$1,062.80",21.66,1218.791355
31356,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","21,497","76,478",$841.25,22.02,2363.025307
31360,2016 FORD TAURUS AWD',Police Department - Support Operations,10151507,11/4/2016,"$26,540.00","$10,689.72","21,227","62,391","$1,016.37",22.88,2246.165865
31326,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","19,370","45,517","$1,713.03",23,2038.903043
31299,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","32,944","108,942","$7,190.01",23,3467.714087
31294,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/4/2016,"$26,540.00","$10,689.72","24,584","104,852","$6,155.74",23,2587.733217
31275,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","39,432","118,786","$9,770.11",23,4150.646609
31277,2016 FORD TAURUS AWD',Police Department - Operations,10151506,10/28/2016,"$26,540.00","$10,321.11","28,798","104,532","$4,589.27",23,3031.302522
31316,2016 FORD TAURUS AWD',Police Department - Operations,10151506,12/6/2016,"$26,540.00","$11,058.33","22,567","53,116","$2,093.98",23,2375.422043
31354,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/2/2016,"$26,540.00","$10,689.72","15,156","29,864","$1,753.80",23,1595.333739
31280,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/21/2016,"$26,540.00","$10,689.72","15,511","40,089","$1,565.81",24.5,1532.740041
31353,2016 FORD TAURUS AWD',Police Department - Operations,10151506,11/9/2016,"$26,540.00","$10,689.72","21,692","72,064",$587.38,24.5,2143.523755
31223,2016 FORD FUSION',Police Department - Administrative/Technical Services,10151502,11/2/2015,"$19,650.00","$8,392.19","16,598","67,221","$1,040.99",27.75,1447.914874
31592,2016 FORD FUSION',Police Department - Investigative Services,10151503,6/14/2018,"$13,750.00","$9,166.67","13,231","52,132",$847.36,30,1067.7417
31598,2016 FORD FUSION',Police Department - Investigative Services,10151503,8/30/2018,"$17,750.00","$12,326.39","10,754","41,288",$912.91,38.69,672.8868259
31547,2016 FORD FUSION',Police Department - Investigative Services,10151503,3/31/2018,"$18,517.55","$11,573.47","13,434","60,254",$569.86,40.3,806.9717806
31377,2016 FORD F250',DPW: Highways/General Oper/Maintenance,10707502,12/8/2016,"$31,046.00","$18,972.56","12,312","53,120","$1,160.32",10.07,2960.382929
31671,2016 FORD EXPLORER',County Sheriff,10181801,3/14/2019,"$24,250.00","$19,197.92","22,481","57,730","$1,866.60",24,2267.770875
31252,2016 FORD E450',DPW: Bureau of Transportation Rural Transp,005070XX23,6/16/2016,"$54,476.39","$30,264.66","17,150","79,115","$1,348.62",7.58,5480.444629
31253,2016 FORD E450',DPW: Bureau of Transportation Specialized Transp,005070XX22,6/16/2016,"$54,476.39","$30,264.66","19,586","81,152",$873.40,7.94,5971.047984
31254,2016 FORD E350 BUS',DPW: Bureau of Transportation,10707704,6/29/2016,"$52,617.61","$29,232.01","14,717","66,469",$672.03,9.03,3947.388701
31255,2016 FORD E350 BUS',DPW: Bureau of Transportation,10707704,6/29/2016,"$52,617.61","$29,232.01","18,726","67,846",$924.05,9.11,4975.260726
31590,2016 DODGE JOURNEY',Police Department - Operations,10151506,6/14/2018,"$15,400.00","$10,266.67","15,142","35,760",$544.67,27.95,1311.57659
31495,2016 DODGE JOURNEY',0,0,9/8/2017,"$19,000.00","$10,291.67","20,715","50,217","$1,193.32",#VALUE!,#VALUE!
31440,2016 DODGE Grand Caravan',Police Department - Administrative/Technical Services,10151502,4/27/2017,"$17,922.71","$9,814.82","5,212","58,482",$405.49,21.5,586.8954419
31235,2016 DODGE Grand Caravan',0,0,2/1/2016,"$21,950.00","$6,097.22","22,496","104,394","$3,340.77",#VALUE!,#VALUE!
31268,2016 DODGE Grand Caravan',0,0,10/28/2016,"$21,872.95","$8,506.15","27,850","106,055",$-,#VALUE!,#VALUE!
31537,2016 DODGE Caravan',Police Department - Vice/Narcotics,10151504,11/20/2017,"$17,748.00","$10,106.50","12,845","73,480","$3,892.21",33.69,923.0164523
31537,2016 DODGE Caravan',Police Department - Vice/Narcotics,10151504,11/20/2017,"$17,748.00","$10,106.50","12,845","73,480","$3,892.21",33.69,923.0164523
31712,2016 Chrysler 300',Police Department - Office of the Chief,10151501,10/25/2019,"$19,875.00","$17,666.67","10,265","29,213",$60.03,25,994.0626
31246,"2016 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,5/12/2016,"$36,189.00","$11,560.38","11,050","28,539","$1,299.53",8.58,3117.163602
31251,"2016 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,5/12/2016,"$36,189.00","$11,560.38","13,034","67,460",$500.75,12.64,2497.023544
31247,"2016 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,5/12/2016,"$36,189.00","$11,560.38","23,180","53,429","$1,308.26",12.69,4422.585043
31250,"2016 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,5/12/2016,"$36,189.00","$11,560.38","25,405","51,140","$1,259.18",13.28,4632.143869
31249,"2016 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,5/12/2016,"$36,189.00","$11,560.38","15,407","69,744","$1,615.60",13.29,2807.634085
31248,"2016 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,5/12/2016,"$36,189.00","$11,560.38","13,993","33,052",$968.46,13.39,2530.375608
31549,2016 CHEVROLET VAN CARGO',Fire Department - Field Operations,10161606,4/25/2018,"$23,000.00","$17,462.96","17,588","50,135",$871.08,19.94,2134.981118
31669,2016 CHEVROLET TRAX',0,0,2/14/2019,"$16,113.00","$12,532.33","23,718","28,689",$-,#VALUE!,#VALUE!
31264,2016 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,6/14/2016,"$45,521.00","$25,289.44","11,900","43,290",$643.89,15.29,1884.017055
31263,2016 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,6/14/2016,"$45,521.00","$25,289.44","8,841","50,229",$485.31,17.19,1245.342294
